"variablename","producttype","release_year","profile","category","_order","base","unittype","notinprofile","infltnfctr10to16"
"MdGR","ACS","2006-2010, 2013-2017","Housing","Gross Rent",,"median","median","NA",
"GRnoRntPd","ACS","2013-2017","Housing","Gross Rent",,"NA","basic","NA",
"OcHUPRnt2","ACS","2006-2010, 2013-2017","Housing","Gross Rent as a Percentage of Household Income (GRAPI)",,"OcHUPRnt2","basic","NA",
"GRPIU15","ACS","2006-2010, 2013-2017","Housing","Gross Rent as a Percentage of Household Income (GRAPI)",,"OcHUPRnt2","basic","NA",
"GRPI15t19","ACS","2006-2010, 2013-2017","Housing","Gross Rent as a Percentage of Household Income (GRAPI)",,"OcHUPRnt2","basic","NA",
"GRPI20t24","ACS","2006-2010, 2013-2017","Housing","Gross Rent as a Percentage of Household Income (GRAPI)",,"OcHUPRnt2","basic","NA",
"GRPI25t29","ACS","2006-2010, 2013-2017","Housing","Gross Rent as a Percentage of Household Income (GRAPI)",,"OcHUPRnt2","basic","NA",
"GRPI30t34","ACS","2006-2010, 2013-2017","Housing","Gross Rent as a Percentage of Household Income (GRAPI)",,"OcHUPRnt2","basic","NA",
"GRPI35pl","ACS","2006-2010, 2013-2017","Housing","Gross Rent as a Percentage of Household Income (GRAPI)",,"OcHUPRnt2","basic","NA",
"GRPI50pl","ACS","2006-2010, 2013-2017","Housing","Gross Rent as a Percentage of Household Income (GRAPI)",,"OcHUPRnt2","basic","NA",
"GRPINtC","ACS","2006-2010, 2013-2017","Housing","Gross Rent as a Percentage of Household Income (GRAPI)",,"NA","basic","NA",
"HOVacU","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"HOVacRt","basic","not in profile",
"OOcHU4","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"AvgHHSOOc","basic","not in profile",
"VacSale","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"HOVacRt","basic","not in profile",
"VacSoldNO","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"VacSoldNO","basic","not in profile",
"RntVacU","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"RntVacRt","basic","not in profile",
"ROcHU2","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"AvgHHSROc","basic","not in profile",
"VacRnt","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"RntVacRt","basic","not in profile",
"VacRntNO","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"VacRntNO","basic","not in profile",
"PopOOcHU","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"AvgHHSOOc","basic","not in profile",
"PopRtOcHU","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"AvgHHSROc","basic","not in profile",
"OOcHU5","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdVl","basic","not in profile",
"OVlU10","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdVl","basic","not in profile",
"OVl10t14","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdVl","basic","not in profile",
"OVl15t19","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdVl","basic","not in profile",
"OVl20t24","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdVl","basic","not in profile",
"OVl25t29","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdVl","basic","not in profile",
"OVl30t34","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdVl","basic","not in profile",
"OVl35t39","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdVl","basic","not in profile",
"OVl40t49","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdVl","basic","not in profile",
"OVl50t59","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdVl","basic","not in profile",
"OVl60t69","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdVl","basic","not in profile",
"OVl70t79","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdVl","basic","not in profile",
"OVl80t89","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdVl","basic","not in profile",
"OVl90t99","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdVl","basic","not in profile",
"OV100t124","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdVl","basic","not in profile",
"OV125t149","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdVl","basic","not in profile",
"OV150t174","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdVl","basic","not in profile",
"OV175t199","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdVl","basic","not in profile",
"OV200t249","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdVl","basic","not in profile",
"OV250t299","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdVl","basic","not in profile",
"OV300t399","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdVl","basic","not in profile",
"OV400t499","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdVl","basic","not in profile",
"OV500t749","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdVl","basic","not in profile",
"OV750t999","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdVl","basic","not in profile",
"OV1t149m","ACS","2013-2017","Housing","Housing- Special Variable",,"MdVl","basic","not in profile",
"OV150t199m","ACS","2013-2017","Housing","Housing- Special Variable",,"MdVl","basic","not in profile",
"OV2milpl","ACS","2013-2017","Housing","Housing- Special Variable",,"MdVl","basic","not in profile",
"ROcCshRnt","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdGR","basic","not in profile",
"RU100","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdGR","basic","not in profile",
"R100t149","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdGR","basic","not in profile",
"R150t199","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdGR","basic","not in profile",
"R200t249","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdGR","basic","not in profile",
"R250t299","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdGR","basic","not in profile",
"R300t349","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdGR","basic","not in profile",
"R350t399","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdGR","basic","not in profile",
"R400t449","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdGR","basic","not in profile",
"R450t499","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdGR","basic","not in profile",
"R500t549","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdGR","basic","not in profile",
"R550t599","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdGR","basic","not in profile",
"R600t649","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdGR","basic","not in profile",
"R650t699","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdGR","basic","not in profile",
"R700t749","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdGR","basic","not in profile",
"R750t799","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdGR","basic","not in profile",
"R800t899","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdGR","basic","not in profile",
"R900t999","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdGR","basic","not in profile",
"R1kt1249","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdGR","basic","not in profile",
"R1250t1p5","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdGR","basic","not in profile",
"R1p5t1999","ACS","2006-2010, 2013-2017","Housing","Housing- Special Variable",,"MdGR","basic","not in profile",
"R2kt2499","ACS","2013-2017","Housing","Housing- Special Variable",,"MdGR","basic","not in profile",
"R2p5t2999","ACS","2013-2017","Housing","Housing- Special Variable",,"MdGR","basic","not in profile",
"R3kt3499","ACS","2013-2017","Housing","Housing- Special Variable",,"MdGR","basic","not in profile",
"R3500pl","ACS","2013-2017","Housing","Housing- Special Variable",,"MdGR","basic","not in profile",
